id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
ark://27927/phwd7wjpn6,Health Information Exchange in Memphis: Impact on the Physician - EEÄ - EEPatient Relationship,"The Journal of Law, Medicine & Ethics",2010,10.1111/j.1748-720X.2010.00465.x,article,portico,01/03/2010,1,38,http://doi.org/10.1111/j.1748-720X.2010.00465.x,Mark E. Frisse,"John Wiley & Sons, Inc.",eng,50,57,,5680,8,unigram; bigram; trigram
ark://27927/phz427vx43m,Free-view multi-camera visualization and harmonization for automotive systems,Electronic Imaging,2017,10.2352/ISSN.2470-1173.2017.19.AVM-012,article,portico,29/01/2017,19,2017,http://doi.org/10.2352/ISSN.2470-1173.2017.19.AVM-012,Vladimir Zlokolica; Mark Griffin; Brian Deegan; Barry Dever; Patrick Denny,Society for Imaging Science and Technology,eng,12,17,,4901,6,unigram; bigram; trigram
ark://27927/pgg37d50vjn,External Venturing and Discontinuous Strategic Renewal: An Options Perspective,Journal of Product Innovation Management,2013,10.1111/jpim.12039,article,portico,01/09/2013,5,30,http://doi.org/10.1111/jpim.12039,Sandip Basu; Anu Wadhwa,"John Wiley & Sons, Inc.",eng,956,975,,14967,20,unigram; bigram; trigram
ark://27927/phx5wh1vc2d,"Community in Cyberspace: Gender, Social Movement Learning, and the Internet",Adult Education Quarterly,2011,10.1177/0741713610380448,article,portico,01/08/2011,3,61,http://doi.org/10.1177/0741713610380448,Catherine J. Irving; Leona M. English,SAGE Publications,eng,262,278,,7771,17,unigram; bigram; trigram
ark://27927/pgj2cgdgr2w,Putting things to work: social and policy challenges for the Internet of things,Info,2014,10.1108/info-09-2013-0047,article,portico,06/05/2014,3,16,http://doi.org/10.1108/info-09-2013-0047,H. DuttonWilliam,Emerald Group Publishing,eng,1,21,,12614,21,unigram; bigram; trigram
ark://27927/pgj2cq3qcm8,An analysis of the relationship between travel preferences and intentions to use registered traveler biometric systems in air travel,Journal of Hospitality and Tourism Technology,2013,10.1108/17579881311302338,article,portico,15/03/2013,1,4,http://doi.org/10.1108/17579881311302338,CristianMorosan,Emerald Group Publishing,eng,23,39,,7989,17,unigram; bigram; trigram
ark://27927/phx5t82xh4,"The internet, its governance, and the multi-stakeholder model",Info,2014,10.1108/info-05-2013-0031,article,portico,04/03/2014,2,16,http://doi.org/10.1108/info-05-2013-0031,Richard Hill,Emerald Group Publishing,eng,16,46,,18594,31,unigram; bigram; trigram
ark://27927/phx518cdhm4,"Bletchley Park and the Development of the Rockex Cipher Systems: Building a Technocratic Culture, 1941 - EEÄ - EE1945",War in History,2017,10.1177/0968344515613539,article,portico,01/04/2017,2,24,http://doi.org/10.1177/0968344515613539,Christopher Smith,SAGE Publications,eng,176,194,,9887,19,unigram; bigram; trigram
ark://27927/pgg1dq6t2f2,1001 Listes: Strategic breakthroughs by a low - EEÄ - EEtech company in a high - EEÄ - EEtech world,Global Business and Organizational Excellence,2012,10.1002/joe.21424,article,portico,01/03/2012,3,31,http://doi.org/10.1002/joe.21424,Chris Kimble; Isabelle Bourdon,"John Wiley & Sons, Inc.",eng,58,68,,5734,11,unigram; bigram; trigram
ark://27927/phx757f1p3t,Ibero-American Online News Managers - EEÄ - EE Goals and Handicaps in Managing Social Media,Television & New Media,2014,10.1177/1527476412474352,article,portico,01/09/2014,6,15,http://doi.org/10.1177/1527476412474352,Elias Said-Hung; Alejandro Rost; Pedro Jer√≥nimo; Lyudmyla Yezers - EEÄ - EEka; Miladys Rojano; Mabel Calder√≠n; Carlos Arcila-Calder√≥n; Concha Edo B√≥los; Ana Serrano-Teller√≠a; Jorge S√°nchez-Badillo; Elvira Garc√≠a-De-Torres,SAGE Publications,eng,577,589,,5430,13,unigram; bigram; trigram
ark://27927/pgh2qsth2fp,A lightweight convergent personal mobile service delivery approach based on phone book,International Journal of Communication Systems,2015,10.1002/dac.2639,article,portico,10/01/2015,1,28,http://doi.org/10.1002/dac.2639,Sida Xue; Xiuquan Qiao; Junliang Chen; Anna Fensel,"John Wiley & Sons, Inc.",eng,49,70,,11357,22,unigram; bigram; trigram
ark://27927/phz13vxksq7,From citizens to partners: the role of social media content in fostering citizen engagement,"Transforming Government: People, Process and Policy",2018,10.1108/TG-07-2017-0041,article,portico,19/03/2018,1,12,http://doi.org/10.1108/TG-07-2017-0041,Marino Vittoria; Lo Presti Letizia,Emerald Group Publishing,eng,39,60,,13771,22,unigram; bigram; trigram
http://www.jstor.org/stable/23884986,Cloud Computing: Architectural and Policy Implications,Review of Industrial Organization,2011,,article,jstor,01/06/2011,4,38,http://www.jstor.org/stable/23884986,Christopher S. Yoo,Springer,eng,405,421,,7621,17,unigram; bigram; trigram
http://www.jstor.org/stable/23630583,"ROAD WARRIOR: We've Come a Long Way, Baby!",GPSolo,2012,,article,jstor,01/03/2012,2,29,http://www.jstor.org/stable/23630583,Jeffrey Allen,American Bar Association,eng,4,5,,1745,2,unigram; bigram; trigram
ark://27927/phzbqc6vwmq,"Analyzing the active audience: Reluctant, reactive, fearful, or lazy? Forms and motives of participation in mainstream journalism",Journalism,2019,10.1177/1464884918784733,article,portico,01/06/2019,6,20,http://doi.org/10.1177/1464884918784733,Lia-Paschalia Spyridou,SAGE Publications,eng,827,847,,9611,21,unigram; bigram; trigram
http://www.jstor.org/stable/26377589,Federalism in Transition,Berkeley Technology Law Journal,2014,,article,jstor,01/10/2014,2,29,http://www.jstor.org/stable/26377589,Charles M. Davidson; Michael J. Santorelli,"University of California, Berkeley",eng,1131,1204,,34065,75,unigram; bigram; trigram
ark://27927/phxbvx65gr,Memristors for Energy - EEÄ - EEEfficient New Computing Paradigms,Advanced Electronic Materials,2016,10.1002/aelm.201600090,article,portico,01/09/2016,9,2,http://doi.org/10.1002/aelm.201600090,Kyung Min Kim; Doo Seok Jeong; Byung Joon Choi; Cheol Seong Hwang; Sungho Kim,"John Wiley & Sons, Inc.",eng,n/a,n/a,,28098,27,unigram; bigram; trigram
ark://27927/phz8c0c8b9g,Personal Near - EEÄ - EEto - EEÄ - EEEye Light - EEÄ - EEField Displays,Information Display,2014,10.1002/j.2637-496X.2014.tb00761.x,article,portico,01/11/2014,6,30,http://doi.org/10.1002/j.2637-496X.2014.tb00761.x,Nikhil Balram; Kathrin Berkner; Ivana To≈°iƒ - EE; Wanmin Wu,"John Wiley & Sons, Inc.",eng,16,22,,4410,7,unigram; bigram; trigram
ark://27927/pgg32f9dfgf,Fostering innovation with KM 2.0,VINE,2010,10.1108/03055721011024955,article,portico,01/01/2010,1,40,http://doi.org/10.1108/03055721011024955,Niall Sinclair; Francis D. (Doug) Tuggle; Vincent M. Ribiere,Emerald Group Publishing,eng,,,,5530,12,unigram; bigram; trigram
ark://27927/phz9p06rtxx,"An Ecology of Operations: Vigilance, Radar, and the Birth of the Computer Screen",Representations,2019,10.1525/rep.2019.147.1.59,article,portico,01/08/2019,1,147,http://doi.org/10.1525/rep.2019.147.1.59,Bernard Dionysius Geoghegan,University of California Press,eng,59,95,,13043,37,unigram; bigram; trigram
ark://27927/phw3b9q0cn,Making Data Flow for the Climate Risk Market,Television & New Media,2017,10.1177/1527476416677114,article,portico,01/12/2017,8,18,http://doi.org/10.1177/1527476416677114,Paula Goodale; Helen Kennedy; Jo Bates,SAGE Publications,eng,753,768,,7198,16,unigram; bigram; trigram
ark://27927/phx5qmn2df9,Providing Learning Computing Labs using Hosting and Virtualization Technologies,International Journal of Emerging Technologies in Learning,2011,10.3991/ijet.v6iS2.1651,article,portico,12/05/2011,Supplement 2,6,http://doi.org/10.3991/ijet.v6iS2.1651,Carmelo Rub√©n Garc√≠a; Santiago Candela; Armide Gonz√°lez,International Association of Online Engineering,eng,33,41,,6775,9,unigram; bigram; trigram
ark://27927/pghmhvnxkw,Information and Communication Technology Use and Social Connectedness over the Life Course,Sociology Compass,2014,10.1111/soc4.12170,article,portico,01/06/2014,6,8,http://doi.org/10.1111/soc4.12170,Noelle Chesley; Britta E. Johnson,"John Wiley & Sons, Inc.",eng,589,602,,8612,14,unigram; bigram; trigram
http://www.jstor.org/stable/48573727,Artificial Intelligence and the Risk of New Colonialism,Horizons: Journal of International Relations and Sustainable Development,2019,,article,jstor,01/07/2019,14,,http://www.jstor.org/stable/48573727,Ussal Sahbaz,Center for International Relations and Sustainable Development,eng,58,71,,9444,14,unigram; bigram; trigram
ark://27927/phzbc56p886,PKIoT: A public key infrastructure for the Internet of Things,Transactions on Emerging Telecommunications Technologies,2019,10.1002/ett.3681,article,portico,01/10/2019,10,30,http://doi.org/10.1002/ett.3681,Francesco Marino; Corrado Moiso; Matteo Petracca,"John Wiley & Sons, Inc.",eng,n/a,n/a,,8506,13,unigram; bigram; trigram
ark://27927/pgg3vdhp3nw,Information technology applications and competitive advantage in hotel companies,Journal of Hospitality and Tourism Technology,2011,10.1108/17579881111154245,article,portico,01/01/2011,2,2,http://doi.org/10.1108/17579881111154245,David Joon - EEÄ - EEWuk Kwun; Anil Bilgihan; Fevzi Okumus; Khaldoon  - EEÄ - EEKhal - EEÄ - EE Nusair,Emerald Group Publishing,eng,139,153,,7443,16,unigram; bigram; trigram
http://www.jstor.org/stable/10.7249/mg1037-1wf.9,Cities - EEÄ - EE Development and Use of Out-of-School-Time Management Information Systems,"Hours of Opportunity, Volume 2",2010,,chapter,jstor,01/01/2010,,,http://www.jstor.org/stable/10.7249/mg1037-1wf.9,JENNIFER SLOAN MCCOMBS; NATE ORR; SUSAN J. BODILLY; SCOTT NAFTEL; LOUAY CONSTANT; ETHAN SCHERER; DANIEL GERSHWIN,,eng,19,42,,7304,24,unigram; bigram; trigram; fullText
ark://27927/pbd945gcjt,4 Development Loop: Technological Politics for Transparency,Monitoring Movements in Development Aid,2013,,chapter,portico,01/01/2013,,,,Casper Bruun Jensen; Brit Ross Winthereik,The MIT Press,eng,71,92,,8709,22,unigram; bigram; trigram
ark://27927/phx33p1hw5n,Technology in the Foot and Ankle Practice,Foot and Ankle Specialist,2011,10.1177/1938640011422482,article,portico,01/10/2011,5,4,http://doi.org/10.1177/1938640011422482,David Helfman; Bruce Cohen; Greg Amarantos; Lowell Weil Jr,SAGE Publications,eng,313,317,,3549,5,unigram; bigram; trigram
ark://27927/phz9skjhsvk,An Improved Adaptive CoAP Congestion Control Algorithm,International Journal of Online and Biomedical Engineering,2019,10.3991/ijoe.v15i03.9122,article,portico,14/02/2019,3,15,http://doi.org/10.3991/ijoe.v15i03.9122,Fathia Ouakasse; Said Rakrak,International Association of Online Engineering,eng,96,109,,5173,14,unigram; bigram; trigram
ark://27927/phw9st33dr,THE INFLUENCE OF E - EEÄ - EEGOVERNMENT ON ADMINISTRATIVE DISCRETION: THE CASE OF LOCAL GOVERNMENTS IN EGYPT,Public Administration and Development,2011,10.1002/pad.615,article,portico,01/12/2011,5,31,http://doi.org/10.1002/pad.615,Hatem Elkadi; Christopher G. Reddick; Hisham M. Abdelsalam,"John Wiley & Sons, Inc.",eng,390,407,,9368,18,unigram; bigram; trigram
ark://27927/pgg32kfj4v7,Taking VANET to the clouds,International Journal of Pervasive Computing and Communications,2011,10.1108/17427371111123577,article,portico,01/01/2011,1,7,http://doi.org/10.1108/17427371111123577,Ismail Khalil; Mahmoud Abuelela; Stephan Olariu,Emerald Group Publishing,eng,7,21,,7908,15,unigram; bigram; trigram
ark://27927/pgh12604hfr,Revisiting the Golden Arches in China,Journal of Macromarketing,2013,10.1177/0276146713493805,article,portico,01/12/2013,4,33,http://doi.org/10.1177/0276146713493805,Zhihong Gao,SAGE Publications,eng,288,305,,14591,18,unigram; bigram; trigram
http://www.jstor.org/stable/10.5749/j.ctv64h79h.6,POSSESSING INFRASTRUCTURE:,Internet Daemons,2018,,chapter,jstor,01/01/2018,,,http://www.jstor.org/stable/10.5749/j.ctv64h79h.6,FENWICK McKELVEY,,eng,45,70,,9847,26,unigram; bigram; trigram; fullText
ark://27927/pgk2k1q9rb4,Research and Progress on Virtual Cloud Laboratory,MATEC Web of Conferences,2016,10.1051/matecconf/20164401041,article,portico,08/03/2016,null,44,http://doi.org/10.1051/matecconf/20164401041,Jian Wei Zhang; Lin Lin Ma; Chen Yuan; W.-P. Sung; Zhi Hui Shang; J.C.M. Kao; Zeng Yu Cai; Chun Hui Hu,EDP Sciences,eng,,,,3677,6,unigram; bigram; trigram
ark://27927/pgk151c334q,SymS: a symmetrical scheduler to improve multi - EEÄ - EEthreaded program performance on NUMA systems,Concurrency and Computation: Practice and Experience,2015,10.1002/cpe.3638,article,portico,25/12/2015,18,27,http://doi.org/10.1002/cpe.3638,Hai Jin; Issue Editor: Sergio Santander - EEÄ - EEJim√©nez; Issue Editor: Hongyi Wu; Issue Editor: Alisha Malloy; Issue Editor: Fang Dong; Issue Editor: Keqiu Li; Issue Editor: Zhiyang Li; Liang Zhu; Xiaofei Liao; Issue Editor: Miguel A. Vega - EEÄ - EERodr√≠guez,"John Wiley & Sons, Inc.",eng,5810,5825,,8941,16,unigram; bigram; trigram
ark://27927/pgk3tb8xkwz,Server Program Analysis Based on HTTP Protocol,MATEC Web of Conferences,2016,10.1051/matecconf/20166305023,article,portico,12/07/2016,null,63,http://doi.org/10.1051/matecconf/20166305023,W.-P. Sung; J.C.M. Kao; Min Che; Ming Fu Tuo,EDP Sciences,eng,,,,3846,6,unigram; bigram; trigram
ark://27927/pbd84h63ck,6. Linking the Internet to Development at a World Summit,Invisible Users,2012,,chapter,portico,01/01/2012,,,,"Burrell, Jenna",The MIT Press,eng,133,158,,9911,26,unigram; bigram; trigram
ark://27927/pgh191wm7ch,42.2L: Late - EEÄ - EENews Paper: Real - EEÄ - EETime Up - EEÄ - EEConverter from HDTV to 4K with Super Resolution  - EEÄ - EEBreaking the Nyquist Frequency Barrier - EEÄ - EE,Sid Symposium Digest of Technical Papers,2013,10.1002/j.2168-0159.2013.tb06276.x,article,portico,01/06/2013,1,44,http://doi.org/10.1002/j.2168-0159.2013.tb06276.x,Jin Ogasawara; Seiichi Gohshi; Shinichiro Nakamura,"John Wiley & Sons, Inc.",eng,582,585,,2734,4,unigram; bigram; trigram
http://www.jstor.org/stable/26634929,Digital Innovation as a Fundamental and Powerful Concept in the Information Systems Curriculum,MIS Quarterly,2014,,article,jstor,01/06/2014,2,38,http://www.jstor.org/stable/26634929,Robert G. Fichman; Brian L. Dos Santos; Zhiqiang (Eric) Zheng,"Management Information Systems Research Center, University of Minnesota",eng,329,A15,,26418,41,unigram; bigram; trigram
ark://27927/phz955q2t4p,Leadership in Science and Technology: A ReferenceHandbook,SAGE KNOWLEDGE,2012,10.4135/9781412994231,book,portico,01/01/2012,,,http://doi.org/10.4135/9781412994231,William Sims Bainbridge,SAGE Publications,eng,,,,375509,488,unigram; bigram; trigram
http://www.jstor.org/stable/24572548,Explaining the Health Information Technology Paradox,Perspectives on Work,2013,,article,jstor,01/01/2013,01-Feb,17,http://www.jstor.org/stable/24572548,ARIEL C. AVGAR; ADAM SETH LITWIN,University of Illinois Press,eng,15,18,,4661,4,unigram; bigram; trigram
ark://27927/phxcwhwgbr,Managing risk and building resilient organisations in a riskier world,Journal of Organizational Effectiveness: People and Performance,2016,10.1108/JOEPP-07-2016-0044,article,portico,05/09/2016,3,3,http://doi.org/10.1108/JOEPP-07-2016-0044,Cheese Peter,Emerald Group Publishing,eng,323,331,,4835,9,unigram; bigram; trigram
ark://27927/phzbbbmkbmc,Enabling shared memory communication in networks of MPSoCs,Concurrency and Computation: Practice and Experience,2019,10.1002/cpe.4774,article,portico,10/11/2019,21,31,http://doi.org/10.1002/cpe.4774,Issue Editor: Yu Wang; Caroline Concatto; Joshua Lant; Issue Editor: Hong Shen; Issue Editor: Hui Tian; Jose A. Pascual; John Goodacre; Issue Editor: Manuel E. Acacio; Issue Editor: Md Zakirul Alam Bhuiyan; Issue Editor: Yingpeng Sang; Andrew Attwood; Javier Navaridas; Mike Ashworth; Mikel Luj√°n; Issue Editor: Aniello Castiglione; Issue Editor: Yang Xiang; Issue Editor: Julio Sahuquillo,"John Wiley & Sons, Inc.",eng,n/a,n/a,,12434,16,unigram; bigram; trigram
ark://27927/phz32rktspn,Challenges Faced by Independent Regulatory Agencies in India,Indian Journal of Public Administration,2018,10.1177/0019556118785429,article,portico,01/09/2018,3,64,http://doi.org/10.1177/0019556118785429,V. Bhaskar,SAGE Publications,eng,404,426,,10103,23,unigram; bigram; trigram
ark://27927/pbd1r316qfk,6 Doing the transparent state: Open government data as performance indicators,The World of Indicators,2015,10.1017/CBO9781316091265.006,chapter,portico,01/01/2015,,,https://doi.org/10.1017/CBO9781316091265.006,Richard Rottenburg; Sally Engle Merry; Sung-Joon Park; Johanna Mugler,Cambridge University Press,eng,127,150,,9118,24,unigram; bigram; trigram
ark://27927/phxwn93dmn,4. Strategic Partnership in Global Electronics,Strategic Coupling,2016,,chapter,portico,01/01/2016,,,,"Yeung, Henry Wai-chung",Cornell University Press,eng,83,110,,15750,28,unigram; bigram; trigram
ark://27927/pghmcktrgb,Organizational Resilience and Using Information and Communication Technologies to Rebuild Communication Structures,Management Communication Quarterly,2013,10.1177/0893318912465815,article,portico,01/05/2013,2,27,http://doi.org/10.1177/0893318912465815,Chih-Hui Lai; Marya L. Doerfel; Lisa V. Chewning,SAGE Publications,eng,237,263,,11038,27,unigram; bigram; trigram
ark://27927/phx2s2kn50x,Push applications and dynamic content generation over content - EEÄ - EEcentric networking,International Journal of Communication Systems,2017,10.1002/dac.2964,article,portico,01/02/2017,3,30,http://doi.org/10.1002/dac.2964,Riccardo Sisto; Guido Marchetto; Matteo Virgilio,"John Wiley & Sons, Inc.",eng,n/a,n/a,,8977,16,unigram; bigram; trigram
ark://27927/phz78pcp802,A novel solution for real - EEÄ - EEtime wireless networks: Telehealth psychological services in rural area,Transactions on Emerging Telecommunications Technologies,2019,10.1002/ett.3550,article,portico,01/03/2019,3,30,http://doi.org/10.1002/ett.3550,B. Chapagain; Shahd Al - EEÄ - EEJanabi; Omar Hisham Alsadoon; P. W. C. Prasad; Linh Pham; Abeer Alsadoon; P. Luitel,"John Wiley & Sons, Inc.",eng,n/a,n/a,,4302,11,unigram; bigram; trigram
ark://27927/phz1kvjk08j,Analysis of Direction on Product Design in the Era of the Internet of Things,MATEC Web of Conferences,2018,10.1051/matecconf/201817601002,article,portico,02/07/2018,null,176,http://doi.org/10.1051/matecconf/201817601002,Jianning Su; Jianjie Chu; Wenhua Li; Baozhen Tian; Changde Lu; Xuesheng Pei; Suihuai Yu,EDP Sciences,eng,,,,3253,4,unigram; bigram; trigram
http://www.jstor.org/stable/43943718,Military Operations Research Society (MORS) Oral History Project Interview of Dr. Gerald G. Brown,Military Operations Research,2011,,article,jstor,01/01/2011,4,16,http://www.jstor.org/stable/43943718,Bob Sheldon; Kirk Yost; Gerald G. Brown,Military Operations Research Society,eng,57,82,,19834,26,unigram; bigram; trigram
ark://27927/phz8c09vn4p,SID 2013 Display Industry Award Winners,Information Display,2013,10.1002/j.2637-496X.2013.tb00609.x,article,portico,01/05/2013,3,29,http://doi.org/10.1002/j.2637-496X.2013.tb00609.x,Jenny Donelan,"John Wiley & Sons, Inc.",eng,8,12,,2886,5,unigram; bigram; trigram
ark://27927/pgh3pg3m5cd,ICT Policies and their Role in Governance: The Case of Bangladesh,Science Technology & Society,2014,10.1177/0971721814548818,article,portico,01/11/2014,3,19,http://doi.org/10.1177/0971721814548818,Sadik Hasan,SAGE Publications,eng,363,381,,8304,19,unigram; bigram; trigram
ark://27927/phx7mfwkggr,The evolution of SON to extended SON,Bell Labs Technical Journal,2010,10.1002/bltj.20454,article,portico,01/12/2010,3,15,http://doi.org/10.1002/bltj.20454,John M. Graybeal; Kamakshi Sridhar; Issue Editor: Iraj Saniee; Issue Editor: Ulrich Barth,"John Wiley & Sons, Inc.",eng,5,18,,6650,14,unigram; bigram; trigram
http://www.jstor.org/stable/24848976,Pentagon Debates Draft Of Dempsey's New Vision For Joint Warfare,Inside the Navy,2012,,article,jstor,30/04/2012,17,25,http://www.jstor.org/stable/24848976,Christopher J. Castelli,Inside Washington Publishers,eng,13,14,,1656,2,unigram; bigram; trigram
ark://27927/phx66gvhpc9,"An information needs profile of Israeli older adults, regarding the law and services",Journal of Librarianship and Information Science,2010,10.1177/0961000610361422,article,portico,01/06/2010,2,42,http://doi.org/10.1177/0961000610361422,Irith Getz; Gabriella Weissman,SAGE Publications,eng,136,146,,7882,11,unigram; bigram; trigram
ark://27927/phzd8t6kph7,Accessibility all areas? UK live music industry perceptions of current practice and Information and Communication Technology improvements to accessibility for music festival attendees who are deaf or disabled,International Journal of Event and Festival Management,2020,10.1108/IJEFM-03-2019-0022,article,portico,11/02/2020,1,11,http://doi.org/10.1108/IJEFM-03-2019-0022,Bossey Adrian,Emerald Group Publishing,eng,6,25,,11376,20,unigram; bigram; trigram
ark://27927/pgj422dr76,Government - EEÄ - EEs civil liability towards individuals - EEÄ - EE privacy in cyberspace,International Journal of Law and Management,2015,10.1108/IJLMA-09-2013-0042,article,portico,09/03/2015,2,57,http://doi.org/10.1108/IJLMA-09-2013-0042,MohammadMalmir AmenehMalmir,Emerald Group Publishing,eng,98,106,,4424,9,unigram; bigram; trigram
ark://27927/phz1t23nvs1,Blockchain for Business,Wilmott,2018,10.1002/wilm.10686,article,portico,01/07/2018,96,2018,http://doi.org/10.1002/wilm.10686,Sri Krishnamurty,"John Wiley & Sons, Inc.",eng,18,19,,1797,2,unigram; bigram; trigram
ark://27927/phz667rvvxm,Minimizing dependency on internetwork: Is dew computing a solution?,Transactions on Emerging Telecommunications Technologies,2019,10.1002/ett.3496,article,portico,01/01/2019,1,30,http://doi.org/10.1002/ett.3496,Partha Pratim Ray,"John Wiley & Sons, Inc.",eng,n/a,n/a,,7212,13,unigram; bigram; trigram
ark://27927/phzcjjw6sfq,Guidance on defining the scope and development of text-based coaching protocols for digital mental health interventions,DIGITAL HEALTH,2019,10.1177/2055207619896145,article,portico,01/01/2019,null,5,http://doi.org/10.1177/2055207619896145,Blake F Dear; Nickolai Titov; Andrea K Graham; Heather D Hadjistavropoulos; David C Mohr; Emily G Lattie,SAGE Publications,eng,,,,7198,10,unigram; bigram; trigram
ark://27927/pgj2n1kqzqr,"THE IMPACT OF OPEN DATA IN THE UK: COMPLEX, UNPREDICTABLE, AND POLITICAL",Public Administration,2015,10.1111/padm.12166,article,portico,01/09/2015,3,93,http://doi.org/10.1111/padm.12166,BEN WORTHY,"John Wiley & Sons, Inc.",eng,788,805,,9588,18,unigram; bigram; trigram
ark://27927/pgknnbhjv6,When a Giant Falls,Vision: The Journal of Business Perspective,2015,10.1177/0972262915604915,article,portico,01/09/2015,3,19,http://doi.org/10.1177/0972262915604915,Mita Brahma,SAGE Publications,eng,288,291,,2539,4,unigram; bigram; trigram
ark://27927/phz487g5mk9,Applying Cognitive Engineering Principles to Allocation of Roles and Responsibilities for a Future Air Traffic Management Concept,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,2018,10.1177/1541931218621006,article,portico,01/09/2018,1,62,http://doi.org/10.1177/1541931218621006,James Kirk; Michael R. C. Jackson; Alicia Fernandes; Timothy Bagnall; Mark Evans; Alan Bell; Stephen Atkins; Kenneth Leiden; Todd Kilbourne,SAGE Publications,eng,24,28,,4183,5,unigram; bigram; trigram
http://www.jstor.org/stable/41476014,National Security as a Corporate Social Responsibility: Critical Infrastructure Resilience,Journal of Business Ethics,2011,,article,jstor,01/09/2011,1,103,http://www.jstor.org/stable/41476014,Gail Ridley,Springer,eng,111,125,,9127,15,unigram; bigram; trigram
ark://27927/pgj2ckfbmxc,Dangerous solutions: case study of a failed e - EEÄ - EEproject,Journal of Business Strategy,2010,10.1108/02756661011025044,article,portico,02/03/2010,2,31,http://doi.org/10.1108/02756661011025044,StephenMcLaughlin,Emerald Group Publishing,eng,24,33,,4589,10,unigram; bigram; trigram
ark://27927/phxcwk0j0q, - EEÄ - EEI see the future - EEÄ - EE,Review of International Business and Strategy,2016,10.1108/RIBS-04-2016-0023,article,portico,05/09/2016,3,26,http://doi.org/10.1108/RIBS-04-2016-0023,Duarte Alonso Abel; Austin Ian Patrick,Emerald Group Publishing,eng,314,333,,9511,20,unigram; bigram; trigram
ark://27927/phz60b12jv9,"Book highlight - EEÄ - EEThe self - EEÄ - EEaware factory floor: AI in production, supply chain, and distribution",Global Business and Organizational Excellence,2018,10.1002/joe.21901,article,portico,01/11/2018,1,38,http://doi.org/10.1002/joe.21901,H. James Wilson; Paul R. Daugherty,"John Wiley & Sons, Inc.",eng,53,60,,6309,8,unigram; bigram; trigram
ark://27927/pgg1pnb4gs4,Managing A Global Partnership Model: Lessons from the Boeing 787  - EEÄ - EEDreamliner - EEÄ - EE Program,Global Strategy Journal,2013,10.1111/j.2042-5805.2012.01050.x,article,portico,01/02/2013,1,3,http://doi.org/10.1111/j.2042-5805.2012.01050.x,Suresh Kotha; Kannan Srikanth,"John Wiley & Sons, Inc.",eng,41,66,,15954,26,unigram; bigram; trigram
ark://27927/pgj2cgnpf8k,Commercialization of the Internet,Internet Research,2010,10.1108/10662241011059453,article,portico,17/08/2010,4,20,http://doi.org/10.1108/10662241011059453,Allan H.Weis,Emerald Group Publishing,eng,420,435,,7229,16,unigram; bigram; trigram
ark://27927/phx5qbq4zmw,The Construction of a New Policy Domain in Debates on German Internet Policy,European Policy Analysis,2017,10.1002/epa2.1001,article,portico,01/05/2017,1,3,http://doi.org/10.1002/epa2.1001,Issue Editor: Nils Bandelow; Issue Editor: Klaus Schubert; Abel Reiberg; Issue Editor: Peter Biegelbauer; Issue Editor: Fritz Sager,"John Wiley & Sons, Inc.",eng,146,167,,10629,22,unigram; bigram; trigram
http://www.jstor.org/stable/24834237,In unsigned joint concept ...,Inside the Army,2011,,article,jstor,12/12/2011,49,23,http://www.jstor.org/stable/24834237,Christopher J. Castelli,Inside Washington Publishers,eng,10,11,,1648,2,unigram; bigram; trigram
ark://27927/phz8c0b746s,"Microdisplays, Near - EEÄ - EEto - EEÄ - EEEye, and 3D",Information Display,2015,10.1002/j.2637-496X.2015.tb00842.x,article,portico,01/09/2015,5,31,http://doi.org/10.1002/j.2637-496X.2015.tb00842.x,Steve Sechrist,"John Wiley & Sons, Inc.",eng,24,28,,3438,5,unigram; bigram; trigram
ark://27927/pgg32dwhzm2,Cloud computing,The Electronic Library,2011,10.1108/02640471111125177,article,portico,12/04/2011,2,29,http://doi.org/10.1108/02640471111125177,P.Y. Thomas,Emerald Group Publishing,eng,214,224,,5120,11,unigram; bigram; trigram
http://www.jstor.org/stable/26586270,Do You Need a New Product-Development Strategy?,Research Technology Management,2012,,article,jstor,01/01/2012,1,55,http://www.jstor.org/stable/26586270,Alan MacCormack; William Crandall; Paul Henderson; Peter Toft,"Taylor & Francis, Ltd.",eng,34,43,,9333,10,unigram; bigram; trigram
ark://27927/pgg1dhznsz5,"Radio, ICT Convergence and Knowledge Brokerage: Lessons from Sub - EEÄ - EESaharan Africa",IDS Bulletin,2012,10.1111/j.1759-5436.2012.00366.x,article,portico,01/09/2012,5,43,http://doi.org/10.1111/j.1759-5436.2012.00366.x,Heather Gilberds; Mary Myers,"John Wiley & Sons, Inc.",eng,76,83,,4763,8,unigram; bigram; trigram
ark://27927/pgf8f231vz,Visioning future emergency healthcare collaboration: Perspectives from large and small medical centers,Journal of the American Society for Information Science and Technology,2010,10.1002/asi.21365,article,portico,01/09/2010,9,61,http://doi.org/10.1002/asi.21365,Hanna M. S√∂derholm; Diane H. Sonnenwald,"John Wiley & Sons, Inc.",eng,1808,1823,,13674,16,unigram; bigram; trigram
